placeDcid,placeName,Date:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Value:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue,Source:Amount_EconomicActivity_GrossDomesticProduction_NAICSArtsEntertainmentRecreationAccommodationFoodServices_RealValue
geoId/48451,Tom Green County,2021,160439000,https://www.bea.gov/
geoId/48453,Travis County,2021,4112620000,https://www.bea.gov/
geoId/48455,Trinity County,2021,16904000,https://www.bea.gov/
geoId/48457,Tyler County,2021,6840000,https://www.bea.gov/
geoId/48459,Upshur County,2021,16304000,https://www.bea.gov/
geoId/48461,Upton County,2021,599000,https://www.bea.gov/
geoId/48463,Uvalde County,2021,50452000,https://www.bea.gov/
geoId/48465,Val Verde County,2021,47610000,https://www.bea.gov/
geoId/48467,Van Zandt County,2021,43852000,https://www.bea.gov/
geoId/48469,Victoria County,2020,103114000,https://www.bea.gov/
geoId/48471,Walker County,2021,62570000,https://www.bea.gov/
geoId/48473,Waller County,2021,47836000,https://www.bea.gov/
geoId/48475,Ward County,2021,20019000,https://www.bea.gov/
geoId/48477,Washington County,2021,40750000,https://www.bea.gov/
geoId/48479,Webb County,2021,283744000,https://www.bea.gov/
geoId/48481,Wharton County,2021,33512000,https://www.bea.gov/
geoId/48483,Wheeler County,2021,6794000,https://www.bea.gov/
geoId/48485,Wichita County,2021,158564000,https://www.bea.gov/
geoId/48487,Wilbarger County,2021,38936000,https://www.bea.gov/
geoId/48489,Willacy County,2021,10449000,https://www.bea.gov/
geoId/48491,Williamson County,2021,805505000,https://www.bea.gov/
geoId/48493,Wilson County,2021,22266000,https://www.bea.gov/
geoId/48495,Winkler County,2020,5494000,https://www.bea.gov/
geoId/48497,Wise County,2021,55267000,https://www.bea.gov/
geoId/48499,Wood County,2021,34098000,https://www.bea.gov/
geoId/48501,Yoakum County,2017,4095000,https://www.bea.gov/
geoId/48503,Young County,2021,15503000,https://www.bea.gov/
geoId/48505,Zapata County,2021,5330000,https://www.bea.gov/
geoId/48507,Zavala County,2019,4025000,https://www.bea.gov/
geoId/49001,Beaver County,2021,21532000,https://www.bea.gov/
geoId/49003,Box Elder County,2021,43762000,https://www.bea.gov/
geoId/49005,Cache County,2021,126091000,https://www.bea.gov/
geoId/49007,Carbon County,2021,16969000,https://www.bea.gov/
geoId/49009,Daggett County,2021,7586000,https://www.bea.gov/
geoId/49011,Davis County,2021,376774000,https://www.bea.gov/
geoId/49013,Duchesne County,2021,13497000,https://www.bea.gov/
geoId/49015,Emery County,2021,10406000,https://www.bea.gov/
geoId/49017,Garfield County,2021,60850000,https://www.bea.gov/
geoId/49019,Grand County,2021,142297000,https://www.bea.gov/
geoId/49021,Iron County,2021,84405000,https://www.bea.gov/
geoId/49023,Juab County,2021,8104000,https://www.bea.gov/
geoId/49025,Kane County,2021,79427000,https://www.bea.gov/
geoId/49027,Millard County,2021,9395000,https://www.bea.gov/
geoId/49029,Morgan County,2021,5981000,https://www.bea.gov/
geoId/49031,Piute County,2021,1703000,https://www.bea.gov/
geoId/49033,Rich County,2021,9315000,https://www.bea.gov/
geoId/49035,Salt Lake County,2021,2438045000,https://www.bea.gov/
geoId/49037,San Juan County,2021,31204000,https://www.bea.gov/
geoId/49039,Sanpete County,2021,12163000,https://www.bea.gov/
geoId/49041,Sevier County,2021,25549000,https://www.bea.gov/
geoId/49043,Summit County,2021,606096000,https://www.bea.gov/
geoId/49045,Tooele County,2021,52531000,https://www.bea.gov/
geoId/49047,Uintah County,2021,34753000,https://www.bea.gov/
geoId/49049,Utah County,2021,724510000,https://www.bea.gov/
geoId/49051,Wasatch County,2021,75073000,https://www.bea.gov/
geoId/49053,Washington County,2021,369710000,https://www.bea.gov/
geoId/49055,Wayne County,2021,13812000,https://www.bea.gov/
geoId/49057,Weber County,2021,287465000,https://www.bea.gov/
geoId/50001,Addison County,2021,74684000,https://www.bea.gov/
geoId/50003,Bennington County,2021,113597000,https://www.bea.gov/
geoId/50005,Caledonia County,2021,36876000,https://www.bea.gov/
geoId/50007,Chittenden County,2021,526864000,https://www.bea.gov/
geoId/50009,Essex County,2019,4353000,https://www.bea.gov/
geoId/50011,Franklin County,2021,43051000,https://www.bea.gov/
geoId/50013,Grand Isle County,2021,15246000,https://www.bea.gov/
geoId/50015,Lamoille County,2021,142464000,https://www.bea.gov/
geoId/50017,Orange County,2019,27697000,https://www.bea.gov/
geoId/50019,Orleans County,2021,78602000,https://www.bea.gov/
geoId/50021,Rutland County,2021,200069000,https://www.bea.gov/
geoId/50023,Washington County,2021,144383000,https://www.bea.gov/
geoId/50025,Windham County,2021,175509000,https://www.bea.gov/
geoId/50027,Windsor County,2021,219956000,https://www.bea.gov/
geoId/51001,Accomack County,2021,48841000,https://www.bea.gov/
geoId/51007,Amelia County,2016,3062000,https://www.bea.gov/
geoId/51009,Amherst County,2021,19176000,https://www.bea.gov/
geoId/51011,Appomattox County,2021,10178000,https://www.bea.gov/
geoId/51013,Arlington County,2021,845347000,https://www.bea.gov/
geoId/51017,Bath County,2021,52866000,https://www.bea.gov/
geoId/51019,Bedford County,2021,55803000,https://www.bea.gov/
geoId/51021,Bland County,2018,1305000,https://www.bea.gov/
geoId/51023,Botetourt County,2021,28439000,https://www.bea.gov/
geoId/51025,Brunswick County,2021,5075000,https://www.bea.gov/
geoId/51027,Buchanan County,2021,9958000,https://www.bea.gov/
geoId/51029,Buckingham County,2021,5050000,https://www.bea.gov/
geoId/51033,Caroline County,2021,17820000,https://www.bea.gov/
geoId/51036,Charles City County,2021,4763000,https://www.bea.gov/
geoId/51037,Charlotte County,2021,3500000,https://www.bea.gov/
geoId/51041,Chesterfield County,2021,429338000,https://www.bea.gov/
geoId/51043,Clarke County,2021,15045000,https://www.bea.gov/
geoId/51045,Craig County,2019,1255000,https://www.bea.gov/
geoId/51047,Culpeper County,2021,44287000,https://www.bea.gov/
geoId/51049,Cumberland County,2021,1252000,https://www.bea.gov/
geoId/51051,Dickenson County,2018,3802000,https://www.bea.gov/
geoId/51057,Essex County,2021,11955000,https://www.bea.gov/
geoId/51061,Fauquier County,2021,100062000,https://www.bea.gov/
geoId/51063,Floyd County,2021,8855000,https://www.bea.gov/
geoId/51065,Fluvanna County,2021,13123000,https://www.bea.gov/
geoId/51067,Franklin County,2021,38461000,https://www.bea.gov/
geoId/51071,Giles County,2021,15774000,https://www.bea.gov/
geoId/51073,Gloucester County,2021,34789000,https://www.bea.gov/
geoId/51075,Goochland County,2021,44869000,https://www.bea.gov/
geoId/51077,Grayson County,2021,3675000,https://www.bea.gov/
geoId/51079,Greene County,2021,14339000,https://www.bea.gov/
geoId/51083,Halifax County,2021,38353000,https://www.bea.gov/
geoId/51085,Hanover County,2021,190343000,https://www.bea.gov/
geoId/51087,Henrico County,2021,644347000,https://www.bea.gov/
geoId/51091,Highland County,2020,156000,https://www.bea.gov/
geoId/51093,Isle of Wight County,2021,31804000,https://www.bea.gov/
geoId/51097,King and Queen County,2021,4652000,https://www.bea.gov/
geoId/51099,King George County,2021,16427000,https://www.bea.gov/
geoId/51101,King William County,2021,9267000,https://www.bea.gov/
geoId/51103,Lancaster County,2021,24543000,https://www.bea.gov/
geoId/51105,Lee County,2019,6016000,https://www.bea.gov/
geoId/51107,Loudoun County,2021,1180975000,https://www.bea.gov/
geoId/51109,Louisa County,2021,23592000,https://www.bea.gov/
geoId/51111,Lunenburg County,2020,1715000,https://www.bea.gov/
geoId/51113,Madison County,2021,7995000,https://www.bea.gov/
geoId/51115,Mathews County,2021,5496000,https://www.bea.gov/
geoId/51117,Mecklenburg County,2021,30899000,https://www.bea.gov/
geoId/51119,Middlesex County,2021,15385000,https://www.bea.gov/
geoId/51125,Nelson County,2021,34689000,https://www.bea.gov/
geoId/51127,New Kent County,2021,71178000,https://www.bea.gov/
geoId/51131,Northampton County,2021,29089000,https://www.bea.gov/
geoId/51133,Northumberland County,2021,8680000,https://www.bea.gov/
geoId/51135,Nottoway County,2019,8252000,https://www.bea.gov/
geoId/51137,Orange County,2021,34952000,https://www.bea.gov/
geoId/51139,Page County,2021,33934000,https://www.bea.gov/
geoId/51141,Patrick County,2021,21199000,https://www.bea.gov/
geoId/51145,Powhatan County,2021,25469000,https://www.bea.gov/
geoId/51147,Prince Edward County,2021,30109000,https://www.bea.gov/
geoId/51155,Pulaski County,2021,32819000,https://www.bea.gov/
geoId/51157,Rappahannock County,2021,21892000,https://www.bea.gov/
geoId/51159,Richmond County,2021,5075000,https://www.bea.gov/
geoId/51167,Russell County,2015,13149000,https://www.bea.gov/
geoId/51169,Scott County,2016,9900000,https://www.bea.gov/
geoId/51171,Shenandoah County,2021,48986000,https://www.bea.gov/
geoId/51173,Smyth County,2021,17815000,https://www.bea.gov/
geoId/51179,Stafford County,2021,131684000,https://www.bea.gov/
geoId/51181,Surry County,2021,1726000,https://www.bea.gov/
geoId/51183,Sussex County,2014,13198000,https://www.bea.gov/
geoId/51185,Tazewell County,2021,39158000,https://www.bea.gov/
geoId/51187,Warren County,2021,45935000,https://www.bea.gov/
geoId/51193,Westmoreland County,2021,11368000,https://www.bea.gov/
geoId/51197,Wythe County,2021,42443000,https://www.bea.gov/
geoId/51510,Alexandria,2021,442508000,https://www.bea.gov/
geoId/51550,Chesapeake,2021,318682000,https://www.bea.gov/
geoId/51650,Hampton,2021,170353000,https://www.bea.gov/
geoId/51700,Newport News,2021,237466000,https://www.bea.gov/
geoId/51710,Norfolk,2021,397114000,https://www.bea.gov/
geoId/51740,Portsmouth,2021,70349000,https://www.bea.gov/
geoId/51760,Richmond,2021,568549000,https://www.bea.gov/
geoId/51770,Roanoke,2021,214817000,https://www.bea.gov/
geoId/51800,Suffolk,2021,98336000,https://www.bea.gov/
geoId/51810,Virginia Beach,2021,1007035000,https://www.bea.gov/
geoId/53001,Adams County,2021,16396000,https://www.bea.gov/
geoId/53003,Asotin County,2021,27059000,https://www.bea.gov/
geoId/53005,Benton County,2021,355992000,https://www.bea.gov/
geoId/53007,Chelan County,2021,252634000,https://www.bea.gov/
geoId/53009,Clallam County,2021,120792000,https://www.bea.gov/
geoId/53011,Clark County,2021,692424000,https://www.bea.gov/
geoId/53013,Columbia County,2021,16215000,https://www.bea.gov/
geoId/53015,Cowlitz County,2021,120081000,https://www.bea.gov/
geoId/53017,Douglas County,2021,52752000,https://www.bea.gov/
geoId/53019,Ferry County,2020,4914000,https://www.bea.gov/
geoId/53021,Franklin County,2021,107370000,https://www.bea.gov/
geoId/53023,Garfield County,2019,552000,https://www.bea.gov/
geoId/53025,Grant County,2021,107760000,https://www.bea.gov/
geoId/53027,Grays Harbor County,2021,112870000,https://www.bea.gov/
geoId/53029,Island County,2021,117653000,https://www.bea.gov/
geoId/53031,Jefferson County,2021,49666000,https://www.bea.gov/
geoId/53033,King County,2021,8050658000,https://www.bea.gov/
geoId/53035,Kitsap County,2021,437844000,https://www.bea.gov/
geoId/53037,Kittitas County,2021,135741000,https://www.bea.gov/
geoId/53039,Klickitat County,2021,15129000,https://www.bea.gov/
geoId/53041,Lewis County,2021,109861000,https://www.bea.gov/
geoId/53043,Lincoln County,2021,4908000,https://www.bea.gov/
geoId/53045,Mason County,2021,65527000,https://www.bea.gov/
geoId/53047,Okanogan County,2021,64190000,https://www.bea.gov/
geoId/53049,Pacific County,2021,43227000,https://www.bea.gov/
geoId/53051,Pend Oreille County,2021,6674000,https://www.bea.gov/
geoId/53053,Pierce County,2021,1274509000,https://www.bea.gov/
geoId/53055,San Juan County,2021,107986000,https://www.bea.gov/
geoId/53057,Skagit County,2021,208152000,https://www.bea.gov/
geoId/53059,Skamania County,2021,29884000,https://www.bea.gov/
geoId/53061,Snohomish County,2021,1184209000,https://www.bea.gov/
geoId/53063,Spokane County,2021,900562000,https://www.bea.gov/
geoId/53065,Stevens County,2021,27807000,https://www.bea.gov/
geoId/53067,Thurston County,2021,467500000,https://www.bea.gov/
geoId/53069,Wahkiakum County,2021,1266000,https://www.bea.gov/
geoId/53071,Walla Walla County,2021,96152000,https://www.bea.gov/
geoId/53073,Whatcom County,2021,392731000,https://www.bea.gov/
geoId/53075,Whitman County,2021,63104000,https://www.bea.gov/
geoId/53077,Yakima County,2021,300363000,https://www.bea.gov/
geoId/54001,Barbour County,2021,6142000,https://www.bea.gov/
geoId/54003,Berkeley County,2021,102117000,https://www.bea.gov/
geoId/54005,Boone County,2021,7945000,https://www.bea.gov/
geoId/54007,Braxton County,2021,10974000,https://www.bea.gov/
geoId/54009,Brooke County,2021,24772000,https://www.bea.gov/
geoId/54011,Cabell County,2021,174153000,https://www.bea.gov/
geoId/54013,Calhoun County,2021,850000,https://www.bea.gov/
geoId/54015,Clay County,2021,1090000,https://www.bea.gov/
geoId/54017,Doddridge County,2018,1468000,https://www.bea.gov/
geoId/54019,Fayette County,2021,63074000,https://www.bea.gov/
geoId/54021,Gilmer County,2021,3940000,https://www.bea.gov/
geoId/54023,Grant County,2021,5774000,https://www.bea.gov/
geoId/54025,Greenbrier County,2021,160387000,https://www.bea.gov/
geoId/54027,Hampshire County,2016,11632000,https://www.bea.gov/
geoId/54029,Hancock County,2021,62174000,https://www.bea.gov/
geoId/54031,Hardy County,2021,9701000,https://www.bea.gov/
geoId/54033,Harrison County,2021,114895000,https://www.bea.gov/
geoId/54035,Jackson County,2021,21940000,https://www.bea.gov/
geoId/54037,Jefferson County,2021,169569000,https://www.bea.gov/
geoId/54039,Kanawha County,2021,309041000,https://www.bea.gov/
geoId/54041,Lewis County,2021,23345000,https://www.bea.gov/
geoId/54043,Lincoln County,2020,3300000,https://www.bea.gov/
geoId/54045,Logan County,2021,23513000,https://www.bea.gov/
geoId/54047,McDowell County,2021,4109000,https://www.bea.gov/
geoId/54049,Marion County,2021,53616000,https://www.bea.gov/
geoId/54051,Marshall County,2021,26306000,https://www.bea.gov/
geoId/54053,Mason County,2021,9735000,https://www.bea.gov/
geoId/54055,Mercer County,2021,64581000,https://www.bea.gov/
geoId/54057,Mineral County,2021,10076000,https://www.bea.gov/
geoId/54059,Mingo County,2021,7195000,https://www.bea.gov/
geoId/54061,Monongalia County,2021,194058000,https://www.bea.gov/
geoId/54063,Monroe County,2020,1776000,https://www.bea.gov/
geoId/54065,Morgan County,2021,10355000,https://www.bea.gov/
geoId/54067,Nicholas County,2021,24343000,https://www.bea.gov/
geoId/54069,Ohio County,2021,138650000,https://www.bea.gov/
geoId/54071,Pendleton County,2021,4174000,https://www.bea.gov/
geoId/54073,Pleasants County,2019,5184000,https://www.bea.gov/
geoId/54075,Pocahontas County,2021,51440000,https://www.bea.gov/
geoId/54077,Preston County,2021,15018000,https://www.bea.gov/
geoId/54079,Putnam County,2021,62298000,https://www.bea.gov/
geoId/54081,Raleigh County,2021,106898000,https://www.bea.gov/
geoId/54083,Randolph County,2021,24755000,https://www.bea.gov/
geoId/54085,Ritchie County,2021,6067000,https://www.bea.gov/
geoId/54087,Roane County,2021,5422000,https://www.bea.gov/
geoId/54089,Summers County,2021,3460000,https://www.bea.gov/
geoId/54091,Taylor County,2021,5331000,https://www.bea.gov/
geoId/54093,Tucker County,2021,17525000,https://www.bea.gov/
geoId/54095,Tyler County,2021,2359000,https://www.bea.gov/
geoId/54097,Upshur County,2021,18510000,https://www.bea.gov/
geoId/54099,Wayne County,2021,18271000,https://www.bea.gov/
geoId/54101,Webster County,2019,1842000,https://www.bea.gov/
geoId/54103,Wetzel County,2021,15051000,https://www.bea.gov/
geoId/54105,Wirt County,2016,1172000,https://www.bea.gov/
geoId/54107,Wood County,2021,116332000,https://www.bea.gov/
geoId/54109,Wyoming County,2021,6056000,https://www.bea.gov/
geoId/55001,Adams County,2021,51832000,https://www.bea.gov/
geoId/55003,Ashland County,2021,22443000,https://www.bea.gov/
geoId/55005,Barron County,2021,46701000,https://www.bea.gov/
geoId/55007,Bayfield County,2021,29522000,https://www.bea.gov/
geoId/55009,Brown County,2021,712153000,https://www.bea.gov/
geoId/55011,Buffalo County,2021,9206000,https://www.bea.gov/
geoId/55013,Burnett County,2021,14733000,https://www.bea.gov/
geoId/55015,Calumet County,2021,36330000,https://www.bea.gov/
geoId/55017,Chippewa County,2021,60273000,https://www.bea.gov/
geoId/55019,Clark County,2021,9758000,https://www.bea.gov/
geoId/55021,Columbia County,2021,155261000,https://www.bea.gov/
geoId/55023,Crawford County,2021,18501000,https://www.bea.gov/
geoId/55025,Dane County,2021,1183900000,https://www.bea.gov/
geoId/55027,Dodge County,2021,55212000,https://www.bea.gov/
geoId/55029,Door County,2021,128396000,https://www.bea.gov/
geoId/55031,Douglas County,2021,60575000,https://www.bea.gov/
geoId/55033,Dunn County,2021,34777000,https://www.bea.gov/
geoId/55035,Eau Claire County,2021,175473000,https://www.bea.gov/
geoId/55037,Florence County,2019,30906000,https://www.bea.gov/
geoId/55039,Fond du Lac County,2021,132560000,https://www.bea.gov/
geoId/55041,Forest County,2021,5345000,https://www.bea.gov/
geoId/55043,Grant County,2021,38731000,https://www.bea.gov/
geoId/55045,Green County,2021,26808000,https://www.bea.gov/
geoId/55047,Green Lake County,2021,19818000,https://www.bea.gov/
